clean_text,label
accident near electronic city several people injured,accident
electronic city alli building collapse aagide,building collapse
electronic city alli flood aagide,flood
help fire happening at nh48 highway,fire
low gas leak near mg road bangalore,gas leak
gas leak near hebbal flyover one person injured,gas leak
low crime near hebbal flyover,crime
help crime happening at majestic bus stand,crime
help gas leak happening at kr market bangalore,gas leak
tumkur road pe flood ho gaya,flood
high accident near silk board bangalore,accident
tumkur road alli flood aagide,flood
tumkur road pe crime ho gaya,crime
hello there is a earthquake near whitefield bangalore,earthquake
electronic city alli earthquake aagide,earthquake
hello there is a accident near kr market bangalore,accident
whitefield bangalore pe flood ho gaya,flood
accident near whitefield bangalore,accident
nh48 highway alli building collapse aagide,building collapse
low accident near mg road bangalore,accident
mg road bangalore alli earthquake aagide,earthquake
fire near kr market bangalore,fire
gas leak near hebbal flyover,gas leak
fire near mg road bangalore two people injured,fire
whitefield bangalore alli earthquake aagide,earthquake
hello there is a earthquake near majestic bus stand,earthquake
accident near tumkur road,accident
indiranagar metro station pe gas leak ho gaya,gas leak
accident near electronic city one person injured,accident
hello there is a earthquake near majestic bus stand,earthquake
indiranagar metro station pe fire ho gaya,fire
flood near whitefield bangalore,flood
gas leak near hebbal flyover,gas leak
fire near silk board bangalore,fire
earthquake near kr market bangalore one person injured,earthquake
whitefield bangalore alli fire aagide,fire
low gas leak near whitefield bangalore,gas leak
flood near majestic bus stand two people injured,flood
medium building collapse near majestic bus stand,building collapse
fire near kr market bangalore,fire
mg road bangalore pe fire ho gaya,fire
help accident happening at hebbal flyover,accident
hello there is a accident near silk board bangalore,accident
tumkur road alli earthquake aagide,earthquake
nh48 highway pe accident ho gaya,accident
help crime happening at electronic city,crime
majestic bus stand alli building collapse aagide,building collapse
medium building collapse near silk board bangalore,building collapse
help accident happening at tumkur road,accident
hello there is a fire near whitefield bangalore,fire
low gas leak near kr market bangalore,gas leak
earthquake near indiranagar metro station,earthquake
high crime near electronic city,crime
hello there is a accident near mg road bangalore,accident
help fire happening at electronic city,fire
building collapse near hebbal flyover,building collapse
help crime happening at indiranagar metro station,crime
nh48 highway pe flood ho gaya,flood
hello there is a fire near electronic city,fire
hebbal flyover alli crime aagide,crime
silk board bangalore pe fire ho gaya,fire
help accident happening at hebbal flyover,accident
hello there is a flood near tumkur road,flood
medium earthquake near kr market bangalore,earthquake
kr market bangalore alli building collapse aagide,building collapse
hello there is a building collapse near mg road bangalore,building collapse
crime near silk board bangalore,crime
help gas leak happening at whitefield bangalore,gas leak
accident near whitefield bangalore several people injured,accident
earthquake near tumkur road,earthquake
silk board bangalore alli building collapse aagide,building collapse
low gas leak near majestic bus stand,gas leak
mg road bangalore alli flood aagide,flood
crime near indiranagar metro station,crime
kr market bangalore alli gas leak aagide,gas leak
earthquake near electronic city one person injured,earthquake
majestic bus stand pe crime ho gaya,crime
high fire near mg road bangalore,fire
hello there is a gas leak near silk board bangalore,gas leak
tumkur road pe earthquake ho gaya,earthquake
flood near indiranagar metro station one person injured,flood
indiranagar metro station alli building collapse aagide,building collapse
majestic bus stand pe gas leak ho gaya,gas leak
fire near whitefield bangalore,fire
low earthquake near mg road bangalore,earthquake
hello there is a building collapse near mg road bangalore,building collapse
fire near tumkur road,fire
flood near tumkur road,flood
hello there is a fire near nh48 highway,fire
hello there is a gas leak near majestic bus stand,gas leak
help gas leak happening at hebbal flyover,gas leak
earthquake near silk board bangalore three people injured,earthquake
high accident near mg road bangalore,accident
building collapse near tumkur road,building collapse
help flood happening at silk board bangalore,flood
majestic bus stand pe accident ho gaya,accident
earthquake near mg road bangalore several people injured,earthquake
fire near electronic city,fire
medium flood near nh48 highway,flood
help fire happening at electronic city,fire
earthquake near mg road bangalore one person injured,earthquake
kr market bangalore alli crime aagide,crime
flood near whitefield bangalore several people injured,flood
crime near electronic city,crime
help gas leak happening at whitefield bangalore,gas leak
tumkur road pe building collapse ho gaya,building collapse
kr market bangalore pe earthquake ho gaya,earthquake
high building collapse near tumkur road,building collapse
help earthquake happening at mg road bangalore,earthquake
gas leak near silk board bangalore,gas leak
tumkur road alli accident aagide,accident
building collapse near majestic bus stand three people injured,building collapse
fire near electronic city,fire
nh48 highway pe crime ho gaya,crime
earthquake near kr market bangalore,earthquake
flood near whitefield bangalore two people injured,flood
mg road bangalore alli crime aagide,crime
kr market bangalore alli gas leak aagide,gas leak
fire near whitefield bangalore,fire
hebbal flyover pe crime ho gaya,crime
hello there is a fire near indiranagar metro station,fire
silk board bangalore pe building collapse ho gaya,building collapse
hello there is a fire near majestic bus stand,fire
flood near tumkur road,flood
hebbal flyover pe earthquake ho gaya,earthquake
high crime near majestic bus stand,crime
mg road bangalore pe accident ho gaya,accident
hello there is a earthquake near electronic city,earthquake
crime near nh48 highway,crime
mg road bangalore alli fire aagide,fire
electronic city alli building collapse aagide,building collapse
accident near whitefield bangalore,accident
crime near majestic bus stand three people injured,crime
gas leak near majestic bus stand,gas leak
hebbal flyover pe accident ho gaya,accident
majestic bus stand pe building collapse ho gaya,building collapse
